Institute,Branch,Rank Category,Category,Gender,Opening Rank,Closing Rank
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,EWS,Female-only ,2904,2904
IIT  Tirupati,Computer Science and Engineering,AI,OBC-NCL,Female-only ,2907,3342
IIT  Delhi,Chemical Engineering,AI,OBC-NCL,Female-only ,2912,3412
IIT  Kharagpur,Industrial and Systems Engineering,AI,OPEN,Gender-Neutral,2915,4364
IIT  Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,2916,2926
IIT  Gandhinagar,Integrated Circuit Design & Technology,AI,SC,Female-only ,2918,2918
IIT  Hyderabad,Industrial Chemistry,AI,OBC-NCL,Gender-Neutral,2923,4097
IIT  Tirupati,Mechanical Engineering,AI,SC,Female-only ,2923,3875
IIT  (ISM) Dhanbad,Environmental Engineering,AI,SC,Gender-Neutral,2925,3113
IIT  Roorkee,Metallurgical and Materials Engineering,AI,SC,Female-only ,2927,3119
IIT  Jodhpur,Electrical Engineering,AI,SC,Female-only ,2929,3114
IIT  Goa,Electrical Engineering,AI,SC,Female-only ,2935,2935
IIT  Jammu,Chemical Engineering,AI,SC,Gender-Neutral,2939,3043
IIT  Bhilai,Electrical Engineering,AI,EWS,Female-only ,2940,2940
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,EWS,Female-only ,2942,2942
IIT  Madras,Biological Engineering,AI,SC,Female-only ,2942,2942
IIT  Mandi,Electrical Engineering,AI,SC,Female-only ,2943,3151
IIT  Patna,"B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only ,2945,2945
IIT  Guwahati,Civil Engineering,AI,OBC-NCL,Gender-Neutral,2946,3258
IIT  Dharwad,Engineering Physics,AI,SC,Gender-Neutral,2948,3133
IIT  Gandhinagar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,2950,2950
IIT  Bhilai,Electronics and Communication Engineering,AI,SC,Female-only ,2952,2952
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,2957,9672
IIT  BHU,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,2957,3404
IIT  Dharwad,Electrical and Electronics Engineering,AI,SC,Female-only ,2964,2964
IIT  Gandhinagar,Civil Engineering,AI,EWS,Female-only ,2965,2965
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,EWS,Female-only ,2977,3036
IIT  Kharagpur,"Applied Geology (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,2982,3092
IIT  Bhilai,Electronics and Communication Engineering,AI,OBC-NCL,Gender-Neutral,2982,3539
IIT  BHU,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2983,3046
IIT  Indore,Metallurgical Engineering and Materials Science,AI,EWS,Female-only ,2989,2989
IIT  Goa,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,2992,3573
IIT  BHU,Mechanical Engineering,AI,SC,Female-only ,2993,3610
IIT  Kanpur,Biological Sciences and Bioengineering,AI,OBC-NCL,Gender-Neutral,2995,3476
IIT  Madras,"Biological Science (4 Years, Bachelor of Science)",AI,EWS,Female-only ,2996,2996
IIT  Kharagpur,Mining Engineering,AI,SC,Female-only ,3003,4060
IIT  BHU,Metallurgical Engineering,AI,EWS,Female-only ,3003,3491
IIT  Bhilai,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,3003,3999
IIT  BHU,"Ceramic Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,3005,3020
IIT  Hyderabad,Engineering Physics,AI,SC,Female-only ,3009,3009
IIT  Indore,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,3015,3568
IIT  Bhilai,Mechatronics Engineering,AI,OBC-NCL,Gender-Neutral,3016,4511
IIT  Hyderabad,Industrial Chemistry,AI,EWS,Female-only ,3018,3018
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3021,3698
IIT  Tirupati,Engineering Physics,AI,SC,Gender-Neutral,3026,3026
IIT  Kharagpur,Mining Engineering,AI,OBC-NCL,Gender-Neutral,3031,4015
IIT  Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3036,3084
IIT  Gandhinagar,Chemical Engineering,AI,EWS,Female-only ,3039,3039
IIT  Kharagpur,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,3043,3311
IIT  Tirupati,Mechanical Engineering,AI,EWS,Female-only ,3045,3045
IIT  Jodhpur,Artificial Intelligence and Data Science,AI,OPEN,Gender-Neutral,3048,4182
IIT  Guwahati,Biosciences and Bioengineering,AI,EWS,Female-only ,3055,3292
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,OBC-NCL,Gender-Neutral,3056,4058
IIT  Bhilai,Materials Science and Metallurgical Engineering,AI,SC,Gender-Neutral,3057,3089
IIT  Dharwad,Chemical and Biochemical Engineering,AI,SC,Gender-Neutral,3058,3121
IIT  Mandi,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3063,4112
IIT  Jodhpur,Bio Engineering,AI,SC,Gender-Neutral,3063,3167
IIT  Roorkee,Engineering Physics,AI,SC,Female-only ,3074,3315
IIT  Bhubaneswar,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3078,3885
IIT  Hyderabad,Electrical Engineering,AI,OPEN,Female-only ,3084,4344
IIT  Hyderabad,Engineering Physics,AI,OBC-NCL,Female-only ,3086,6654
IIT  Guwahati,Civil Engineering,AI,SC,Female-only ,3091,3290
IIT  Gandhinagar,Civil Engineering,AI,OBC-NCL,Gender-Neutral,3093,4148
IIT  Patna,"B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3094,3094
IIT  Ropar,Mechanical Engineering,AI,EWS,Female-only ,3095,3095
IIT  Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Female-only ,3101,3101
IIT  Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,OPEN,Gender-Neutral,3105,19885
IIT  Ropar,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3113,3810
IIT  Bhubaneswar,Mechanical Engineering,AI,EWS,Female-only ,3122,3236
IIT  Gandhinagar,Chemical Engineering,AI,SC,Female-only ,3126,3126
IIT  Indore,Engineering Physics,AI,OBC-NCL,Gender-Neutral,3128,3618
IIT  BHU,Civil Engineering,AI,SC,Female-only ,3128,3721
IIT  BHU,Chemical Engineering,AI,SC,Female-only ,3129,3940
IIT  Guwahati,Mechanical Engineering,AI,OPEN,Gender-Neutral,3130,4523
IIT  (ISM) Dhanbad,"Applied Geology (5 Years, Integrated Master of Technology)",AI,SC,Gender-Neutral,3132,3162
IIT  Gandhinagar,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,3134,3800
IIT  Bhilai,Electrical Engineering,AI,SC,Female-only ,3134,3408
IIT  Madras,Biological Engineering,AI,OPEN,Gender-Neutral,3135,5755
IIT  BHU,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,3135,3141
IIT  Bhubaneswar,Engineering Physics,AI,OBC-NCL,Gender-Neutral,3136,4378
IIT  Kanpur,Materials Science and Engineering,AI,SC,Female-only ,3140,3639
IIT  Jodhpur,Mechanical Engineering,AI,EWS,Female-only ,3141,3315
IIT  Kharagpur,Manufacturing Science and Engineering,AI,SC,Female-only ,3147,3665
IIT  BHU,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only ,3151,3151
IIT  Madras,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only ,3152,3152
IIT  Ropar,Mechanical Engineering,AI,SC,Female-only ,3154,3800
IIT  Indore,Mechanical Engineering,AI,SC,Female-only ,3160,3569
IIT  (ISM) Dhanbad,Electronics and Communication Engineering,AI,OBC-NCL,Female-only ,3161,4377
IIT  Roorkee,Production and Industrial Engineering,AI,SC,Female-only ,3168,3317
IIT  Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,3170,3198
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,3173,4766
IIT  Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,3176,5263
IIT  Goa,Mechanical Engineering,AI,EWS,Female-only ,3178,3178
IIT  Palakkad,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,3180,3764
IIT  Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,3183,3302
IIT  Jodhpur,"Chemistry with Specialization (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,3184,3228
IIT  BHU,Civil Engineering,AI,OBC-NCL,Gender-Neutral,3186,3819
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,EWS,Female-only ,3189,3189
IIT  Kharagpur,Agricultural and Food Engineering,AI,OBC-NCL,Gender-Neutral,3191,4488
IIT  Mandi,B.Tech in General Engineering,AI,OBC-NCL,Gender-Neutral,3195,4693
IIT  Patna,Artificial Intelligence and Data Science,AI,OBC-NCL,Female-only ,3196,4132
IIT  Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3201,3498
IIT  Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only ,3203,3203
IIT  Kharagpur,Mining Engineering,AI,EWS,Female-only ,3206,3429
IIT  Patna,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3217,4099
IIT  Mandi,Data Science and Engineering,AI,OPEN,Gender-Neutral,3222,3918
IIT  Indore,Metallurgical Engineering and Materials Science,AI,SC,Female-only ,3223,4011
IIT  Mandi,B.Tech in General Engineering,AI,EWS,Female-only ,3230,3230
IIT  Roorkee,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,3233,5312
IIT  Jodhpur,Chemical Engineering,AI,EWS,Female-only ,3246,3246
IIT  Kharagpur,Agricultural and Food Engineering,AI,EWS,Female-only ,3247,3462
IIT  Patna,Mathematics and Computing,AI,OPEN,Gender-Neutral,3252,4952
IIT  Bombay,Industrial Engineering and Operations Research,AI,OPEN,Female-only ,3258,4762
IIT  Guwahati,Engineering Physics,AI,SC,Female-only ,3264,3913
IIT  Roorkee,Biosciences and Bioengineering,AI,OBC-NCL,Gender-Neutral,3266,3549
IIT  BHU,Electrical Engineering,AI,OBC-NCL,Female-only ,3285,4181
IIT  Kanpur,Chemical Engineering,AI,OBC-NCL,Female-only ,3295,4628
IIT  (ISM) Dhanbad,Chemical Engineering,AI,EWS,Female-only ,3300,3300
IIT  Madras,Civil Engineering,AI,OPEN,Gender-Neutral,3305,5688
IIT  BHU,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only ,3310,3310
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,OBC-NCL,Gender-Neutral,3313,4208
IIT  Jodhpur,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3320,4105
IIT  Kharagpur,Biotechnology and Biochemical Engineering,AI,OBC-NCL,Gender-Neutral,3326,3797
IIT  Bhubaneswar,Electronics and Communication Engineering,AI,OBC-NCL,Female-only ,3327,3729
IIT  Jammu,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,3333,4237
IIT  (ISM) Dhanbad,Petroleum Engineering,AI,EWS,Female-only ,3342,3763
IIT  Guwahati,Biosciences and Bioengineering,AI,SC,Female-only ,3345,4053
IIT  Kanpur,Biological Sciences and Bioengineering,AI,SC,Female-only ,3355,3462
IIT  Hyderabad,Materials Science and Metallurgical Engineering,AI,SC,Female-only ,3360,3360
IIT  Patna,Mechanical Engineering,AI,EWS,Female-only ,3362,3386
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only ,3367,3367
IIT  Madras,Engineering Physics,AI,OPEN,Female-only ,3376,4636
IIT  Kharagpur,Agricultural and Food Engineering,AI,SC,Female-only ,3377,4242
IIT  Kanpur,"Physics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,3377,5508
IIT  Kharagpur,Instrumentation Engineering,AI,OBC-NCL,Female-only ,3385,3448
IIT  Bombay,Energy Engineering,AI,OBC-NCL,Female-only ,3388,3824
IIT  Indore,Civil Engineering,AI,OBC-NCL,Gender-Neutral,3390,3974
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,EWS,Female-only ,3390,3741
IIT  Roorkee,Biosciences and Bioengineering,AI,SC,Female-only ,3393,3393
IIT  Patna,Chemical Engineering,AI,EWS,Female-only ,3395,3395
IIT  Ropar,Electrical Engineering,AI,OPEN,Gender-Neutral,3406,5528
IIT  (ISM) Dhanbad,Mechanical Engineering,AI,SC,Female-only ,3410,3695
IIT  Bhilai,Mechatronics Engineering,AI,EWS,Female-only ,3412,3412
IIT  Jammu,Computer Science and Engineering,AI,OPEN,Gender-Neutral,3412,6310
IIT  Gandhinagar,Civil Engineering,AI,SC,Female-only ,3416,3416
IIT  Bombay,Civil Engineering,AI,OBC-NCL,Female-only ,3419,4709
IIT  Bombay,Environmental Science and Engineering,AI,OPEN,Gender-Neutral,3424,4718
IIT  Indore,Civil Engineering,AI,SC,Female-only ,3425,3731
IIT  Tirupati,Chemical Engineering,AI,EWS,Female-only ,3426,3426
IIT  Patna,"B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OPEN,Gender-Neutral,3427,3427
IIT  Kanpur,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,3436,4211
IIT  Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3438,4818
IIT  BHU,"Architecture (5 Years, Bachelor of Architecture)",AI,EWS,Gender-Neutral,3439,3467
IIT  Hyderabad,Engineering Physics,AI,OPEN,Gender-Neutral,3442,4932
IIT  Bombay,Metallurgical Engineering and Materials Science,AI,OBC-NCL,Female-only ,3446,5594
IIT  BHU,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3447,3874
IIT  Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3449,3916
IIT  Bhilai,Computer Science and Engineering,AI,OBC-NCL,Female-only ,3453,5333
IIT  Kanpur,Aerospace Engineering,AI,OBC-NCL,Female-only ,3457,4326
IIT  Palakkad,Mechanical Engineering,AI,OBC-NCL,Gender-Neutral,3458,4625
IIT  Ropar,Computer Science and Engineering,AI,OPEN,Female-only ,3461,6044
IIT  Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,3466,4429
IIT  Dharwad,Electrical and Electronics Engineering,AI,OBC-NCL,Gender-Neutral,3470,3823
IIT  Mandi,Mechanical Engineering,AI,SC,Female-only ,3471,3923
IIT  Bhilai,Computer Science and Engineering,AI,OPEN,Gender-Neutral,3471,6516
IIT  Roorkee,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,3473,3792
IIT  Madras,Civil Engineering,AI,OBC-NCL,Female-only ,3477,5366
IIT  Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only ,3479,3479
IIT  Hyderabad,Biotechnology and Bioinformatics,AI,SC,Female-only ,3479,3479
IIT  Dharwad,Computer Science and Engineering,AI,OPEN,Gender-Neutral,3482,6375
IIT  Guwahati,Chemical Science and Technology,AI,SC,Female-only ,3483,3516
IIT  Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,OBC-NCL,Gender-Neutral,3487,3834
IIT  Roorkee,"Geophysical Technology (5 Years, Integrated Master of Technology)",AI,EWS,Female-only ,3489,3489
IIT  Indore,Computer Science and Engineering,AI,OPEN,Female-only ,3499,4698
IIT  (ISM) Dhanbad,Engineering Physics,AI,EWS,Female-only ,3510,3510
IIT  Kharagpur,"Mathematics and Computing (4 Years, Bachelor of Science)",AI,OPEN,Female-only ,3514,3957
IIT  Delhi,Engineering Physics,AI,OBC-NCL,Female-only ,3523,4329
IIT  Tirupati,Civil Engineering,AI,EWS,Female-only ,3528,3528
IIT  Roorkee,Chemical Engineering,AI,OPEN,Gender-Neutral,3531,4689
IIT  BHU,"Architecture (5 Years, Bachelor of Architecture)",AI,SC,Gender-Neutral,3540,4321
IIT  BHU,Ceramic Engineering,AI,OBC-NCL,Gender-Neutral,3543,4895
IIT  BHU,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3545,4123
IIT  Palakkad,Mechanical Engineering,AI,SC,Female-only ,3546,3546
IIT  Roorkee,"Chemical Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only ,3547,3547
IIT  Delhi,Chemical Engineering,AI,OPEN,Female-only ,3550,5060
IIT  Patna,Artificial Intelligence and Data Science,AI,OPEN,Gender-Neutral,3557,4346
IIT  Dharwad,Mechanical Engineering,AI,EWS,Female-only ,3563,3563
IIT  (ISM) Dhanbad,Mathematics and Computing,AI,OBC-NCL,Female-only ,3565,4170
IIT  Guwahati,Biosciences and Bioengineering,AI,OBC-NCL,Gender-Neutral,3576,4051
IIT  Indore,Metallurgical Engineering and Materials Science,AI,OBC-NCL,Gender-Neutral,3582,4524
IIT  (ISM) Dhanbad,Petroleum Engineering,AI,OBC-NCL,Gender-Neutral,3586,4582
IIT  BHU,"Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only ,3587,3587
IIT  Jammu,Chemical Engineering,AI,EWS,Female-only ,3588,3588
IIT  Palakkad,Computer Science and Engineering,AI,OBC-NCL,Female-only ,3591,3962
IIT  Mandi,Engineering Physics,AI,EWS,Female-only ,3601,3601
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,3604,4608
IIT  Patna,"B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",AI,OBC-NCL,Female-only ,3612,3612
IIT  Hyderabad,Biomedical Engineering,AI,OBC-NCL,Gender-Neutral,3613,4087
IIT  Kharagpur,Ocean Engineering and Naval Architecture,AI,SC,Female-only ,3618,3976
IIT  BHU,Ceramic Engineering,AI,EWS,Female-only ,3629,3629
IIT  Kanpur,Mechanical Engineering,AI,OBC-NCL,Female-only ,3631,4202
IIT  Roorkee,Electrical Engineering,AI,OPEN,Female-only ,3631,6111
IIT  Mandi,B.Tech in Mathematics and Computing,AI,OPEN,Gender-Neutral,3634,4089
IIT  Gandhinagar,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only ,3637,3637
IIT  Bhubaneswar,Civil Engineering,AI,EWS,Female-only ,3638,4265
IIT  Kharagpur,Mechanical Engineering,AI,OBC-NCL,Female-only ,3638,4493
IIT  BHU,Mining Engineering,AI,EWS,Female-only ,3647,3873
IIT  Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only ,3654,4525
IIT  Patna,Mathematics and Computing,AI,OBC-NCL,Female-only ,3657,4568
IIT  Kanpur,"Earth Sciences (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,3667,4562
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,EWS,Female-only ,3668,3668
IIT  Kharagpur,Industrial and Systems Engineering,AI,OBC-NCL,Female-only ,3669,5032
IIT  Delhi,Biotechnology and Biochemical Engineering,AI,OPEN,Gender-Neutral,3677,4849
IIT  Mandi,Data Science and Engineering,AI,OBC-NCL,Female-only ,3683,4638
IIT  Guwahati,Electronics and Communication Engineering,AI,OPEN,Female-only ,3688,4679
IIT  Kharagpur,"Economics (4 Years, Bachelor of Science)",AI,SC,Female-only ,3690,3724
IIT  (ISM) Dhanbad,Civil Engineering,AI,OBC-NCL,Gender-Neutral,3690,4547
IIT  BHU,Pharmaceutical Engineering & Technology,AI,EWS,Female-only ,3700,3994
IIT  Palakkad,Mechanical Engineering,AI,EWS,Female-only ,3701,3701
IIT  Roorkee,"Geological Technology (5 Years, Integrated Master of Technology)",AI,SC,Female-only ,3707,3707
IIT  Gandhinagar,Materials Engineering,AI,EWS,Female-only ,3708,3708
IIT  Patna,Mechanical Engineering,AI,SC,Female-only ,3713,3905
IIT  Ropar,Civil Engineering,AI,EWS,Female-only ,3714,3714
IIT  Jammu,Electrical Engineering,AI,SC,Female-only ,3716,3716
IIT  Mandi,Mechanical Engineering,AI,EWS,Female-only ,3723,3723
IIT  Roorkee,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only ,3729,3729
IIT  Jodhpur,Mechanical Engineering,AI,SC,Female-only ,3733,4132
IIT  Mandi,Civil Engineering,AI,EWS,Female-only ,3738,3738
IIT  BHU,Metallurgical Engineering,AI,OBC-NCL,Gender-Neutral,3739,4494
IIT  Kharagpur,"Physics (4 Years, Bachelor of Science)",AI,SC,Female-only ,3740,3740
IIT  Kanpur,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Female-only ,3744,3744
IIT  Delhi,Mechanical Engineering,AI,OPEN,Female-only ,3748,5487
IIT  Dharwad,Engineering Physics,AI,EWS,Female-only ,3749,3749
IIT  Hyderabad,Mechanical Engineering,AI,OPEN,Gender-Neutral,3751,4469
IIT  Patna,"Economics (4 Years, Bachelor of Science)",AI,SC,Female-only ,3751,3751
IIT  (ISM) Dhanbad,Environmental Engineering,AI,OBC-NCL,Gender-Neutral,3755,5681
IIT  Bombay,Energy Engineering,AI,OPEN,Female-only ,3767,5537
IIT  Patna,Engineering Physics,AI,EWS,Female-only ,3768,3768
IIT  Madras,Metallurgical and Materials Engineering,AI,OPEN,Gender-Neutral,3770,4748
IIT  (ISM) Dhanbad,Chemical Engineering,AI,SC,Female-only ,3770,3770
IIT  Ropar,Civil Engineering,AI,SC,Female-only ,3778,3778
IIT  Patna,Chemical Science and Technology,AI,EWS,Female-only ,3779,3779
IIT  (ISM) Dhanbad,Mining Engineering,AI,SC,Female-only ,3779,4552
IIT  Roorkee,Mechanical Engineering,AI,OBC-NCL,Female-only ,3784,5050
